ds,y
1986-03-13,0.071265
1986-03-14,0.07533
1986-03-17,0.07533
1986-03-18,0.07533
1986-03-19,0.07533
1986-03-20,0.071265
1986-03-21,0.071265
1986-03-24,0.0672
1986-03-25,0.0672
1986-03-26,0.071265
1986-03-27,0.071265
1986-03-31,0.071265
1986-04-01,0.071265
1986-04-02,0.071265
1986-04-03,0.07533
1986-04-04,0.07533
1986-04-07,0.071265
1986-04-08,0.071265
1986-04-09,0.07533
1986-04-10,0.07533
1986-04-11,0.07533
1986-04-14,0.07533
1986-04-15,0.07533
1986-04-16,0.07533
1986-04-17,0.07533
1986-04-18,0.07533
1986-04-21,0.07533
1986-04-22,0.07533
1986-04-23,0.07533
1986-04-24,0.07961
1986-04-25,0.088055
1986-04-28,0.088055
1986-04-29,0.088055
1986-04-30,0.08389
1986-05-01,0.08389
1986-05-02,0.08389
1986-05-05,0.08389
1986-05-06,0.08389
1986-05-07,0.08389
1986-05-08,0.08389
1986-05-09,0.08389
1986-05-12,0.08389
1986-05-13,0.08389
1986-05-14,0.08389
1986-05-15,0.08389
1986-05-16,0.08389
1986-05-19,0.08389
1986-05-20,0.08389
1986-05-21,0.08389
1986-05-22,0.08389
1986-05-23,0.08389
1986-05-27,0.08389
1986-05-28,0.08389
1986-05-29,0.088055
1986-05-30,0.09222
1986-06-02,0.09222
1986-06-03,0.088055
1986-06-04,0.088055
1986-06-05,0.088055
1986-06-06,0.09222
1986-06-09,0.088055
1986-06-10,0.08389
1986-06-11,0.08389
1986-06-12,0.08389
1986-06-13,0.08389
1986-06-16,0.08389
1986-06-17,0.08389
1986-06-18,0.08389
1986-06-19,0.08389
1986-06-20,0.08389
1986-06-23,0.08389
1986-06-24,0.08389
1986-06-25,0.08389
1986-06-26,0.07961
1986-06-27,0.07533
1986-06-30,0.07961
1986-07-01,0.08389
1986-07-02,0.08389
1986-07-03,0.08389
1986-07-07,0.07961
1986-07-08,0.07533
1986-07-09,0.07533
1986-07-10,0.071265
1986-07-11,0.071265
1986-07-14,0.071265
1986-07-15,0.071265
1986-07-16,0.07533
1986-07-17,0.07533
1986-07-18,0.07533
1986-07-21,0.07533
1986-07-22,0.07961
1986-07-23,0.07961
1986-07-24,0.08389
1986-07-25,0.08389
1986-07-28,0.08389
1986-07-29,0.07961
1986-07-30,0.07533
1986-07-31,0.07533
1986-08-01,0.07533
1986-08-04,0.07533
1986-08-05,0.07533
1986-08-06,0.071265
1986-08-07,0.071265
1986-08-08,0.07533
1986-08-11,0.07533
1986-08-12,0.07533
1986-08-13,0.07533
1986-08-14,0.07961
1986-08-15,0.07961
1986-08-18,0.07961
1986-08-19,0.07533
1986-08-20,0.07533
1986-08-21,0.07961
1986-08-22,0.07533
1986-08-25,0.07533
1986-08-26,0.07533
1986-08-27,0.07533
1986-08-28,0.07533
1986-08-29,0.07533
1986-09-02,0.07533
1986-09-03,0.071265
1986-09-04,0.07533
1986-09-05,0.07961
1986-09-08,0.07961
1986-09-09,0.07961
1986-09-10,0.07961
1986-09-11,0.07961
1986-09-12,0.07533
1986-09-15,0.07533
1986-09-16,0.07533
1986-09-17,0.07533
1986-09-18,0.07533
1986-09-19,0.07533
1986-09-22,0.07533
1986-09-23,0.07533
1986-09-24,0.07533
1986-09-25,0.07533
1986-09-26,0.07533
1986-09-29,0.07533
1986-09-30,0.07533
1986-10-01,0.07533
1986-10-02,0.07533
1986-10-03,0.07533
1986-10-06,0.07961
1986-10-07,0.08389
1986-10-08,0.08389
1986-10-09,0.088055
1986-10-10,0.088055
1986-10-13,0.088055
1986-10-14,0.088055
1986-10-15,0.088055
1986-10-16,0.09222
1986-10-17,0.09222
1986-10-20,0.09222
1986-10-21,0.09641
1986-10-22,0.1006
1986-10-23,0.1006
1986-10-24,0.09641
1986-10-27,0.1006
1986-10-28,0.10483999999999999
1986-10-29,0.1006
1986-10-30,0.1006
1986-10-31,0.1006
1986-11-03,0.1006
1986-11-04,0.10483999999999999
1986-11-05,0.11324000000000001
1986-11-06,0.11324000000000001
1986-11-07,0.1174
1986-11-10,0.11324000000000001
1986-11-11,0.10908
1986-11-12,0.11324000000000001
1986-11-13,0.10908
1986-11-14,0.10908
